"Drug poisoning death rates* by intent, age, sex, and drug type, 1999-2021",,,,,,,,,,,,,,,,,,,
Year,Gender,Intent,,Substance,,,Age Group,,,,,,,,,,,,
,,,,,,,< 1 year,1-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years,,
2007,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.6,1.4,1.5,1.4,0.6,0.2,0.1,0.3,,
2007,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,NR,0.1,0.1,2.6,5.2,5.8,6.4,3.3,0.8,0.3,1.1,,
2007,Male,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.4,1.0,1.3,1.4,0.7,0.1,NR,NR,,
2007,Male,Preventable/accidental,,All drugs,,,0.4,0.1,0.2,10.2,19.8,21.6,23.5,10.5,3.0,2.1,2.9,,
2007,Male,Preventable/accidental,,Any Opioid,,,NR,0.1,0.1,6.6,12.1,12.0,12.4,5.2,0.9,0.2,0.4,,
2007,Male,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,1.5,2.8,2.5,2.4,1.0,0.1,NR,NR,,
2007,Male,Preventable/accidental,,Cannabis,,,NR,NR,NR,0.1,0.1,0.1,0.1,NR,NR,NR,NR,,
2007,Male,Preventable/accidental,,Cocaine,,,0.1,NR,NR,1.9,4.6,5.9,6.3,2.8,0.7,0.1,0.1,,
2007,Male,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,1.2,2.1,2.2,2.3,0.8,0.1,NR,0.1,,
2007,Male,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,2.7,4.2,3.2,3.5,1.4,0.1,NR,NR,,
2007,Male,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.5,1.2,1.2,1.1,0.5,0.1,NR,0.1,,
2007,Male,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,NR,NR,0.1,2.2,4.5,4.8,5.2,2.5,0.4,0.1,0.1,,
2007,Male,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.4,0.8,1.1,1.3,0.6,0.1,NR,NR,,
2006,Both sexes,"All (preventable, intentional, undetermined)",,All drugs,,,1.1,0.2,0.1,8.1,16.1,21.7,24.1,10.5,3.5,3.3,4.4,,
2006,Both sexes,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.2,0.1,0.1,4.9,9.0,10.8,12.2,4.8,1.2,0.8,0.8,,
2006,Both sexes,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,1.0,1.9,2.4,2.6,1.1,0.4,0.2,0.5,,
2006,Both sexes,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,0.1,0.1,0.1,0.1,NR,NR,NR,NR,,
2006,Both sexes,"All (preventable, intentional, undetermined)",,Cocaine,,,0.1,NR,NR,1.6,3.7,5.5,5.3,1.7,0.3,0.1,0.1,,
2006,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.7,1.2,1.3,1.4,0.4,0.1,NR,NR,,
2006,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,0.1,NR,NR,1.9,3.1,3.2,3.5,1.1,0.3,0.1,0.1,,
2006,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.6,1.3,1.7,1.9,0.8,0.2,0.2,0.1,,
2006,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,1.6,3.2,4.2,5.1,2.4,0.7,0.4,0.5,,
2006,Both sexes,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,0.1,NR,NR,0.4,0.7,1.0,1.0,0.4,0.1,NR,NR,,
2006,Both sexes,Preventable/accidental,,All drugs,,,0.3,0.1,0.1,6.6,13.0,16.9,18.4,7.1,2.2,2.0,3.1,,
2006,Both sexes,Preventable/accidental,,Any Opioid,,,NR,0.1,0.1,4.2,7.6,8.9,9.8,3.5,0.8,0.4,0.5,,
2006,Both sexes,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.9,1.6,1.9,2.0,0.6,0.2,0.1,0.1,,
2006,Both sexes,Preventable/accidental,,Cannabis,,,NR,NR,NR,0.1,0.1,NR,0.1,NR,NR,NR,NR,,
2006,Both sexes,Preventable/accidental,,Cocaine,,,NR,NR,NR,1.4,3.3,4.9,4.9,1.6,0.3,0.1,0.1,,
2006,Both sexes,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.7,1.1,1.1,1.2,0.4,0.1,NR,NR,,
2006,Both sexes,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,1.6,2.7,2.7,2.9,0.8,0.2,NR,0.1,,
2006,Both sexes,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.5,1.0,1.4,1.6,0.6,0.1,0.1,0.1,,
2006,Both sexes,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,NR,NR,NR,1.3,2.7,3.4,3.9,1.7,0.4,0.2,0.3,,
2006,Both sexes,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.3,0.6,0.9,0.9,0.3,0.1,NR,NR,,
2006,Female,"All (preventable, intentional, undetermined)",,All drugs,,,1.1,0.2,0.1,3.9,9.5,15.9,18.6,8.8,3.6,3.3,4.2,,
2006,Female,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.3,0.1,0.1,2.1,4.8,7.4,9.3,4.0,1.2,0.8,0.9,,
2006,Female,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.5,1.2,1.9,2.2,1.0,0.4,0.3,0.5,,
2006,Female,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2006,Female,"All (preventable, intentional, undetermined)",,Cocaine,,,0.2,NR,NR,0.8,1.7,3.0,2.7,0.6,0.1,NR,0.1,,
2006,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.3,0.4,0.4,0.5,0.1,NR,NR,0.1,,
2006,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,0.1,NR,NR,0.7,1.7,2.4,2.7,0.8,0.2,0.1,0.1,,
2006,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,0.1,NR,NR,0.3,0.7,1.3,1.7,0.8,0.2,0.2,0.1,,
2006,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.8,2.0,3.2,4.5,2.3,0.8,0.4,0.6,,
2006,Female,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,0.1,NR,NR,0.2,0.5,0.6,0.5,0.2,NR,NR,NR,,
2006,Female,Preventable/accidental,,All drugs,,,0.3,0.1,0.1,2.9,6.9,11.3,13.1,5.2,2.1,2.0,3.1,,
2006,Female,Preventable/accidental,,Any Opioid,,,NR,NR,NR,1.7,3.9,5.7,7.2,2.7,0.7,0.4,0.6,,
2006,Female,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.4,0.9,1.4,1.5,0.5,0.2,0.1,0.1,,
2006,Female,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2006,Female,Preventable/accidental,,Cocaine,,,0.1,NR,NR,0.7,1.4,2.6,2.4,0.5,0.1,NR,0.1,,
2006,Female,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.2,0.3,0.4,0.4,0.1,NR,NR,0.1,,
2006,Female,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,0.6,1.5,2.0,2.3,0.6,0.1,NR,0.1,,
2006,Female,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.2,0.5,0.9,1.3,0.5,0.1,0.1,0.1,,
2006,Female,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,NR,NR,NR,0.6,1.6,2.4,3.2,1.5,0.4,0.2,0.4,,
2006,Female,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.2,0.4,0.5,0.4,0.1,NR,NR,NR,,
2006,Male,"All (preventable, intentional, undetermined)",,All drugs,,,1.1,0.2,0.2,12.0,22.7,27.5,29.7,12.3,3.5,3.2,4.7,,
2006,Male,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.2,0.2,0.1,7.5,13.1,14.2,15.3,5.6,1.3,0.7,0.6,,
2006,Male,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,1.6,2.6,2.8,3.1,1.2,0.4,0.2,0.5,,
2006,Male,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,0.1,0.1,0.1,0.1,NR,NR,NR,NR,,
2006,Male,"All (preventable, intentional, undetermined)",,Cocaine,,,0.1,NR,NR,2.3,5.7,8.0,8.1,2.9,0.5,0.1,0.2,,
2006,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,1.2,2.1,2.1,2.3,0.8,0.1,NR,NR,,
2006,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,0.1,NR,0.1,3.0,4.5,4.0,4.3,1.4,0.3,0.1,0.1,,
2006,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,1.0,1.8,2.2,2.2,0.8,0.2,0.2,0.1,,
2006,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,2.3,4.4,5.3,5.8,2.6,0.7,0.3,0.3,,
2006,Male,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,0.1,NR,NR,0.5,1.0,1.5,1.5,0.6,0.1,NR,NR,,
2006,Male,Preventable/accidental,,All drugs,,,0.3,0.1,0.1,10.1,19.1,22.5,23.9,9.2,2.3,2.1,3.3,,
2006,Male,Preventable/accidental,,Any Opioid,,,NR,0.1,0.1,6.5,11.4,12.1,12.5,4.3,0.9,0.3,0.4,,
2006,Male,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,1.4,2.2,2.4,2.4,0.8,0.2,0.1,0.1,,
2006,Male,Preventable/accidental,,Cannabis,,,NR,NR,NR,0.1,0.1,0.1,0.1,NR,NR,NR,NR,,
2006,Male,Preventable/accidental,,Cocaine,,,NR,NR,NR,2.0,5.2,7.2,7.4,2.8,0.5,0.1,0.2,,
2006,Male,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,1.1,1.9,1.9,2.0,0.7,0.1,NR,NR,,
2006,Male,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,2.6,3.9,3.5,3.6,1.1,0.2,NR,0.1,,
2006,Male,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.8,1.6,1.9,1.9,0.6,0.2,0.1,0.1,,
2006,Male,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,NR,NR,NR,1.9,3.7,4.4,4.5,1.9,0.5,0.1,0.1,,
2006,Male,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.4,0.9,1.3,1.4,0.6,0.1,NR,NR,,
2005,Both sexes,"All (preventable, intentional, undetermined)",,All drugs,,,0.9,0.2,0.1,6.9,13.6,19.6,21.1,9.0,3.2,3.1,4.1,,
2005,Both sexes,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.2,0.1,0.1,4.0,7.4,9.6,10.7,3.9,1.2,0.7,1.0,,
2005,Both sexes,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.8,1.4,2.0,2.3,0.9,0.4,0.2,0.3,,
2005,Both sexes,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,0.1,0.1,0.1,0.1,NR,NR,NR,NR,,
2005,Both sexes,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,1.3,3.1,4.8,4.2,1.4,0.3,0.1,0.1,,
2005,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.7,1.2,1.2,1.4,0.4,0.1,NR,NR,,
2005,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,0.1,NR,NR,1.4,2.5,2.8,3.0,1.0,0.2,0.1,0.1,,
2005,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.3,0.7,1.2,1.3,0.5,0.2,0.2,0.3,,
2005,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,1.2,2.5,3.7,4.4,1.9,0.7,0.4,0.6,,
2005,Both sexes,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,0.1,NR,NR,0.5,0.8,1.2,1.0,0.3,NR,NR,NR,,
2005,Both sexes,Preventable/accidental,,All drugs,,,0.4,0.1,0.1,5.5,10.9,14.9,15.8,6.1,1.9,1.9,2.8,,
2005,Both sexes,Preventable/accidental,,Any Opioid,,,0.1,NR,NR,3.4,6.3,7.7,8.4,2.8,0.7,0.3,0.6,,
2005,Both sexes,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.7,1.1,1.5,1.6,0.5,0.1,NR,NR,,
2005,Both sexes,Preventable/accidental,,Cannabis,,,NR,NR,NR,0.1,0.1,NR,NR,NR,NR,NR,NR,,
2005,Both sexes,Preventable/accidental,,Cocaine,,,NR,NR,NR,1.1,2.8,4.3,3.9,1.4,0.3,0.1,0.1,,
2005,Both sexes,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.6,1.1,1.1,1.3,0.4,NR,NR,NR,,
2005,Both sexes,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,1.2,2.1,2.3,2.5,0.8,0.1,NR,0.1,,
2005,Both sexes,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.2,0.6,0.9,1.0,0.4,0.1,0.1,0.1,,
2005,Both sexes,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,NR,NR,NR,1.0,2.0,2.8,3.4,1.2,0.4,0.2,0.3,,
2005,Both sexes,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.4,0.7,1.1,0.9,0.3,NR,NR,NR,,
2005,Female,"All (preventable, intentional, undetermined)",,All drugs,,,0.9,0.1,0.1,3.5,8.5,14.8,16.5,7.5,3.1,2.9,3.7,,
2005,Female,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.3,NR,0.1,1.8,4.3,6.9,7.8,3.2,1.4,0.7,0.9,,
2005,Female,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.4,0.8,1.5,1.9,0.9,0.4,0.2,0.2,,
2005,Female,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2005,Female,"All (preventable, intentional, undetermined)",,Cocaine,,,0.1,NR,NR,0.6,1.5,2.9,2.2,0.5,0.1,NR,0.1,,
2005,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,0.1,NR,NR,0.3,0.5,0.5,0.5,0.1,NR,NR,NR,,
2005,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,0.2,NR,NR,0.6,1.5,2.1,2.4,0.7,0.2,NR,0.1,,
2005,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.6,1.1,1.3,0.6,0.3,0.2,0.3,,
2005,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.6,1.6,2.9,3.5,1.7,0.8,0.5,0.5,,
2005,Female,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,0.2,NR,NR,0.2,0.5,0.7,0.5,0.2,NR,NR,NR,,
2005,Female,Preventable/accidental,,All drugs,,,0.4,NR,0.1,2.5,6.0,10.3,11.1,4.4,1.7,1.6,2.5,,
2005,Female,Preventable/accidental,,Any Opioid,,,0.1,NR,NR,1.4,3.4,5.1,5.6,2.1,0.8,0.3,0.5,,
2005,Female,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.3,0.6,1.0,1.3,0.5,0.2,0.1,NR,,
2005,Female,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2005,Female,Preventable/accidental,,Cocaine,,,0.1,NR,NR,0.6,1.3,2.5,1.9,0.4,0.1,NR,0.1,,
2005,Female,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.3,0.4,0.5,0.4,0.1,NR,NR,NR,,
2005,Female,Preventable/accidental,,Opioid subgroup - methadone,,,0.1,NR,NR,0.5,1.2,1.7,1.8,0.5,0.1,NR,0.1,,
2005,Female,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.5,0.7,0.9,0.4,0.2,0.1,0.2,,
2005,Female,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.4,1.2,2.1,2.5,1.1,0.5,0.2,0.2,,
2005,Female,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.2,0.4,0.6,0.4,0.1,NR,NR,NR,,
2005,Male,"All (preventable, intentional, undetermined)",,All drugs,,,0.9,0.3,0.1,1NR,18.7,24.4,25.8,10.6,3.3,3.4,5.2,,
2005,Male,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.1,0.2,0.1,6.0,10.5,12.3,13.6,4.7,1.0,0.6,1.2,,
2005,Male,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,1.1,2.0,2.4,2.6,0.8,0.3,0.2,0.4,,
2005,Male,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,0.1,0.1,0.1,0.1,NR,NR,NR,NR,,
2005,Male,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,1.9,4.7,6.8,6.4,2.5,0.6,0.1,0.1,,
2005,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,1.0,2.0,1.9,2.3,0.7,0.1,NR,NR,,
2005,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,NR,NR,NR,2.2,3.4,3.5,3.7,1.3,0.2,0.1,NR,,
2005,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.5,0.9,1.3,1.3,0.4,0.1,0.1,0.1,,
2005,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,1.9,3.4,4.4,5.3,2.0,0.5,0.4,1.0,,
2005,Male,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.7,1.2,1.8,1.6,0.5,0.1,NR,NR,,
2005,Male,Preventable/accidental,,All drugs,,,0.3,0.1,0.1,8.4,15.7,19.6,20.6,7.8,2.1,2.2,3.6,,
2005,Male,Preventable/accidental,,Any Opioid,,,NR,0.1,0.1,5.3,9.2,10.3,11.3,3.5,0.6,0.3,0.7,,
2005,Male,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.9,1.7,1.9,2.0,0.5,0.1,NR,0.1,,
2005,Male,Preventable/accidental,,Cannabis,,,NR,NR,NR,0.1,0.1,0.1,0.1,NR,NR,NR,NR,,
2005,Male,Preventable/accidental,,Cocaine,,,NR,NR,NR,1.7,4.3,6.1,5.9,2.4,0.6,0.1,0.1,,
2005,Male,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.9,1.8,1.8,2.1,0.7,0.1,NR,NR,,
2005,Male,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,2.0,3.0,2.9,3.1,1.0,0.1,0.1,NR,,
2005,Male,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.4,0.8,1.1,1.0,0.3,NR,NR,0.1,,
2005,Male,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,NR,NR,NR,1.6,2.9,3.6,4.2,1.4,0.3,0.1,0.6,,
2005,Male,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.6,1.0,1.6,1.4,0.4,0.1,NR,NR,,
2004,Both sexes,"All (preventable, intentional, undetermined)",,All drugs,,,0.7,0.2,0.2,6.6,11.9,19.3,19.3,7.8,2.9,2.9,4.0,,
2004,Both sexes,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.2,0.1,0.1,3.8,6.6,9.7,9.6,3.4,1.0,0.6,0.6,,
2004,Both sexes,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.6,1.2,1.8,1.9,0.8,0.2,0.2,0.2,,
2004,Both sexes,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,0.1,0.1,0.1,0.1,NR,NR,NR,NR,,
2004,Both sexes,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,1.2,2.6,4.4,3.9,1.1,0.2,0.1,NR,,
2004,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.6,1.1,1.2,1.2,0.4,0.1,NR,NR,,
2004,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,0.1,NR,NR,1.4,2.1,2.6,2.5,0.7,0.2,NR,NR,,
2004,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.3,0.7,1.2,1.3,0.4,0.2,0.1,0.2,,
2004,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,1.2,2.1,3.6,3.9,1.7,0.5,0.4,0.3,,
2004,Both sexes,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.3,0.7,1.1,0.8,0.2,NR,NR,NR,,
2004,Both sexes,Preventable/accidental,,All drugs,,,0.2,0.1,0.1,5.1,8.9,14.2,13.8,5.0,1.8,1.8,2.7,,
2004,Both sexes,Preventable/accidental,,Any Opioid,,,NR,NR,NR,3.1,5.2,7.4,7.3,2.5,0.6,0.3,0.3,,
2004,Both sexes,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.5,0.9,1.4,1.3,0.4,0.1,NR,NR,,
2004,Both sexes,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,0.1,NR,NR,NR,NR,NR,NR,,
2004,Both sexes,Preventable/accidental,,Cocaine,,,NR,NR,NR,1.1,2.2,3.7,3.4,1.0,0.2,0.1,NR,,
2004,Both sexes,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.6,1.0,1.1,1.1,0.3,0.1,NR,NR,,
2004,Both sexes,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,1.3,1.8,2.2,2.0,0.6,0.1,NR,NR,,
2004,Both sexes,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.2,0.5,0.9,0.9,0.3,0.1,NR,0.1,,
2004,Both sexes,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,NR,NR,NR,0.9,1.6,2.7,2.9,1.1,0.3,0.2,0.1,,
2004,Both sexes,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.3,0.6,0.9,0.7,0.2,NR,NR,NR,,
2004,Female,"All (preventable, intentional, undetermined)",,All drugs,,,1.0,0.1,0.2,3.3,7.2,14.8,15.0,7.0,3.0,2.9,3.7,,
2004,Female,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.3,0.1,0.1,1.6,3.6,6.8,7.0,2.8,1.0,0.7,0.4,,
2004,Female,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,0.1,NR,NR,0.3,0.8,1.6,1.6,0.8,0.2,0.2,0.1,,
2004,Female,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2004,Female,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,0.6,1.2,2.6,1.9,0.4,0.1,NR,NR,,
2004,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.3,0.4,0.5,0.4,0.1,NR,NR,NR,,
2004,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,0.2,NR,NR,0.5,1.3,2.1,1.9,0.6,0.2,NR,NR,,
2004,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.5,1.1,1.4,0.6,0.3,0.2,0.2,,
2004,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,0.1,0.5,1.3,2.8,3.2,1.5,0.6,0.4,0.3,,
2004,Female,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,0.1,NR,NR,0.2,0.4,0.7,0.5,0.1,NR,NR,NR,,
2004,Female,Preventable/accidental,,All drugs,,,0.4,NR,0.1,2.3,4.8,10.1,9.7,4.0,1.7,1.8,2.6,,
2004,Female,Preventable/accidental,,Any Opioid,,,0.1,NR,NR,1.3,2.7,5.0,5.0,1.9,0.5,0.3,0.2,,
2004,Female,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.2,0.6,1.1,1.1,0.4,0.1,NR,NR,,
2004,Female,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2004,Female,Preventable/accidental,,Cocaine,,,NR,NR,NR,0.5,1.0,2.2,1.6,0.4,NR,NR,NR,,
2004,Female,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.3,0.3,0.4,0.4,0.1,NR,NR,NR,,
2004,Female,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,0.4,1.0,1.7,1.5,0.5,0.1,NR,NR,,
2004,Female,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.3,0.7,1.0,0.4,0.1,0.1,0.1,,
2004,Female,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.4,0.9,2.0,2.2,1.0,0.3,0.2,0.1,,
2004,Female,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.2,0.3,0.6,0.5,0.1,NR,NR,NR,,
2004,Male,"All (preventable, intentional, undetermined)",,All drugs,,,0.5,0.2,0.1,9.6,16.6,23.8,23.8,8.6,2.9,2.8,4.8,,
2004,Male,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.1,0.1,0.1,5.9,9.4,12.5,12.3,4.1,1.0,0.5,0.9,,
2004,Male,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,1.0,1.5,2.1,2.2,0.7,0.2,0.2,0.4,,
2004,Male,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,0.1,0.1,0.1,0.1,NR,NR,NR,NR,,
2004,Male,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,1.8,4.0,6.2,5.9,1.9,0.4,0.1,NR,,
2004,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,1.0,1.9,2.0,2.0,0.6,0.2,NR,NR,,
