Year,Gender,Intent,Intent,Drug type,< 1 year,1-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years,Not stated,All ages
2014,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,1026,2563,1775,"1,442",805,106,4,1,0,7722
2014,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,1,1,162,484,408,403,317,40,2,0,0,1818
2014,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,1,1,1,335,970,708,665,329,37,4,1,0,3052
2014,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,2,6,477,1289,1269,"1,531",990,150,17,3,1,5736
2014,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,221,627,621,808,480,68,2,1,1,2829
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,30,42,33,3664,8947,9320,"12,045",7551,1602,481,261,6,43982
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,9,29,21,2486,5911,5389,"6,469",3873,680,119,63,3,25052
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,1,1,507,1488,1516,"2,006",1169,217,53,15,0,6973
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,50,75,60,52,19,6,0,0,0,262
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,0,0,273,965,1080,"1,621",860,133,9,1,2,4944
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,1263,2695,1762,"1,641",818,70,4,2,2,8257
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,7,5,274,855,842,898,594,102,8,4,0,3591
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,3,1,237,640,638,893,568,98,19,7,0,3105
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,6,17,16,761,2091,2378,"3,396",2106,436,87,50,2,11346
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,0,1,303,800,841,"1,054",555,67,2,0,2,3627
2013,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,5,19,14,3108,7806,7734,"9,746",5767,1019,285,156,4,35663
2013,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,3,8,9,2258,5391,4797,"5,547",3185,448,60,25,2,21733
2013,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,1,460,1323,1274,"1,613",866,106,18,2,0,5663
2013,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,49,70,54,50,16,5,0,0,0,244
2013,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,265,922,1028,"1,540",829,133,8,1,1,4727
2013,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,1190,2565,1673,"1,557",776,66,4,1,1,7833
2013,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,3,254,769,759,818,517,85,5,2,0,3212
2013,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,1,199,561,547,733,443,64,12,4,0,2566
2013,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,3,5,6,645,1839,2040,"2,769",1630,256,37,17,2,9249
2013,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,276,736,773,979,517,62,1,0,2,3347
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,17,18,21,1028,2750,3662,"5,248",3242,790,265,141,1,17183
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,5,10,11,640,1643,1980,"2,712",1616,344,61,33,0,9055
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,1,0,133,511,657,970,591,131,26,6,0,3026
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,9,17,18,19,6,0,0,0,0,69
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,0,0,78,276,313,497,194,18,0,0,0,1376
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,322,544,378,345,134,7,2,0,0,1732
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,3,2,68,283,381,403,262,50,3,1,0,1457
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,1,68,202,294,485,302,61,12,5,0,1431
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,6,8,186,705,1046,"1,622",1022,243,46,28,0,4916
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,1,100,241,255,333,155,20,0,0,0,1106
2013,Female,Preventable/accidental,Preventable/accidental,All drugs,2,9,6,806,2239,2877,"4,030",2274,470,152,90,0,12955
2013,Female,Preventable/accidental,Preventable/accidental,Any Opioid,2,3,3,552,1421,1691,"2,225",1275,210,27,15,0,7424
2013,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,0,110,424,528,745,418,65,8,0,0,2298
2013,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,9,15,18,18,4,0,0,0,0,64
2013,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,76,259,297,467,184,18,0,0,0,1301
2013,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,302,511,358,329,128,6,2,0,0,1636
2013,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,1,60,242,340,364,226,40,2,0,0,1275
2013,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,1,51,164,243,381,229,39,9,2,0,1119
2013,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,3,1,132,589,863,"1,272",773,137,15,11,0,3798
2013,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,86,213,226,306,139,18,0,0,0,989
2013,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,13,24,12,2636,6197,5658,"6,797",4309,812,216,120,5,26799
2013,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,4,19,10,1846,4268,3409,"3,757",2257,336,58,30,3,15997
2013,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,374,977,859,"1,036",578,86,27,9,0,3947
2013,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,41,58,42,33,13,6,0,0,0,193
2013,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,0,0,195,689,767,"1,124",666,115,9,1,2,3568
2013,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,941,2151,1384,"1,296",684,63,2,2,2,6525
2013,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,4,3,206,572,461,495,332,52,5,3,0,2134
2013,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,2,0,169,438,344,408,266,37,7,2,0,1674
2013,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,11,8,575,1386,1332,"1,774",1084,193,41,22,2,6430
2013,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,1,0,0,203,559,586,721,400,47,2,0,2,2521
2013,Male,Preventable/accidental,Preventable/accidental,All drugs,3,10,8,2302,5567,4857,"5,716",3493,549,133,66,4,22708
2013,Male,Preventable/accidental,Preventable/accidental,Any Opioid,1,5,6,1706,3970,3106,"3,322",1910,238,33,10,2,14309
2013,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,1,350,899,746,868,448,41,10,2,0,3365
2013,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,40,55,36,32,12,5,0,0,0,180
2013,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,189,663,731,"1,073",645,115,8,1,1,3426
2013,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,888,2054,1315,"1,228",648,60,2,1,1,6197
2013,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,2,194,527,419,454,291,45,3,2,0,1937
2013,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,0,148,397,304,352,214,25,3,2,0,1447
2013,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,2,5,513,1250,1177,"1,497",857,119,22,6,2,5451
2013,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,190,523,547,673,378,44,1,0,2,2358
2012,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,32,40,42,3518,8508,8948,"11,895",6423,1396,445,253,2,41502
2012,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,17,26,23,2344,5419,5086,"6,299",3221,547,127,55,2,23166
2012,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,1,4,511,1345,1552,"1,879",978,200,37,16,0,6524
2012,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,1,40,73,44,54,18,1,0,0,0,231
2012,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,2,1,1,270,827,960,"1,529",720,89,4,0,1,4404
2012,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,3,963,1933,1250,"1,244",493,34,2,1,1,5925
2012,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,7,4,341,989,906,"1,017",590,65,6,4,0,3932
2012,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,3,3,4,172,530,559,798,432,93,29,5,0,2628
2012,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,11,13,13,830,2070,2513,"3,362",1829,373,86,40,0,11140
2012,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,5,3,3,197,563,632,803,375,54,0,0,0,2635
2012,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,6,21,30,2984,7276,7312,"9,439",4791,879,271,164,2,33175
2012,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,2,15,19,2119,4903,4500,"5,318",2570,372,65,24,2,19909
2012,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,4,458,1170,1326,"1,509",693,114,10,4,0,5288
2012,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,1,36,64,38,47,16,1,0,0,0,203
2012,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,1,1,1,253,785,900,"1,452",682,87,4,0,1,4167
2012,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,3,898,1826,1180,"1,158",468,33,2,1,1,5570
2012,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,2,3,307,889,826,878,509,51,1,4,0,3470
2012,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,3,4,146,460,468,654,323,60,17,4,0,2139
2012,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,7,10,725,1801,2160,"2,766",1370,238,38,11,0,9128
2012,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,1,2,177,513,574,741,350,49,0,0,0,2409
2012,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,14,15,17,945,2748,3474,"5,258",2806,700,264,149,0,16390
2012,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,8,9,5,575,1617,1801,"2,685",1343,276,78,35,0,8432
2012,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,1,0,137,467,631,935,470,114,27,7,0,2789
2012,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,8,17,11,18,5,0,0,0,0,59
2012,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,0,0,70,256,273,465,185,12,0,0,0,1262
2012,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,241,422,216,255,74,4,0,1,0,1213
2012,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,0,1,78,314,352,470,229,30,3,2,0,1480
2012,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,1,1,35,206,231,422,221,54,20,3,0,1195
2012,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,6,6,3,227,724,1083,"1,627",892,198,55,24,0,4845
2012,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,0,2,63,198,200,247,95,9,0,0,0,816
2012,Female,Preventable/accidental,Preventable/accidental,All drugs,3,8,11,727,2225,2674,"3,990",1935,396,151,102,0,12222
2012,Female,Preventable/accidental,Preventable/accidental,Any Opioid,2,5,5,498,1410,1535,"2,183",1015,172,38,18,0,6881
2012,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,0,115,390,520,712,315,58,7,1,0,2118
2012,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,7,15,10,14,3,0,0,0,0,49
2012,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,63,241,247,436,170,11,0,0,0,1168
2012,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,222,396,202,244,70,3,0,1,0,1138
2012,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,1,69,271,320,390,190,24,0,2,0,1267
2012,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,1,27,175,188,338,165,31,11,2,0,939
2012,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,2,3,184,601,905,"1,302",643,121,23,9,0,3795
2012,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,2,54,176,180,221,83,7,0,0,0,724
2012,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,18,25,25,2573,5760,5474,"6,637",3617,696,181,104,2,25112
2012,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,9,17,18,1769,3802,3285,"3,614",1878,271,49,20,2,14734
2012,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,0,4,374,878,921,944,508,86,10,9,0,3735
